time,strategy,symbol,side,type,status,multiplier,time_in_force,asset.strike,asset.multiplier,asset.asset_type,price,filled_quantity,trade_cost
2020-01-30 09:30:00-05:00,MLTrader,TSLA,buy,market,new,1,gtc,0.0,1,stock,,,
2020-01-30 09:30:00-05:00,MLTrader,TSLA,buy,market,fill,1,gtc,0.0,1,stock,42.16133117675781,1185,0.0
2020-02-03 08:30:00-05:00,MLTrader,TSLA,sell,stop,canceled,1,day,0.0,1,stock,,,
2020-02-03 08:30:00-05:00,MLTrader,TSLA,sell,limit,fill,1,day,0.0,1,stock,50.593597412109375,1185,0.0
2020-03-16 09:30:00-04:00,MLTrader,TSLA,sell,market,new,1,gtc,0.0,1,stock,,,
2020-03-16 09:30:00-04:00,MLTrader,TSLA,sell,market,fill,1,gtc,0.0,1,stock,29.333999633789062,1874,0.0
2020-03-17 09:30:00-04:00,MLTrader,TSLA,buy,stop,canceled,1,day,0.0,1,stock,,,
2020-03-17 09:30:00-04:00,MLTrader,TSLA,buy,limit,fill,1,day,0.0,1,stock,23.467199707031252,1874,0.0
2020-04-20 09:30:00-04:00,MLTrader,TSLA,buy,market,new,1,gtc,0.0,1,stock,,,
2020-04-20 09:30:00-04:00,MLTrader,TSLA,buy,market,fill,1,gtc,0.0,1,stock,48.67466735839844,1242,0.0
2020-04-21 09:30:00-04:00,MLTrader,TSLA,sell,limit,canceled,1,day,0.0,1,stock,,,
2020-04-21 09:30:00-04:00,MLTrader,TSLA,sell,stop,fill,1,day,0.0,1,stock,46.24093399047851,1242,0.0
2020-06-11 09:30:00-04:00,MLTrader,TSLA,buy,market,new,1,gtc,0.0,1,stock,,,
2020-06-11 09:30:00-04:00,MLTrader,TSLA,buy,market,fill,1,gtc,0.0,1,stock,65.33333587646484,902,0.0
2020-06-12 09:30:00-04:00,MLTrader,TSLA,sell,limit,canceled,1,day,0.0,1,stock,,,
2020-06-12 09:30:00-04:00,MLTrader,TSLA,sell,stop,fill,1,day,0.0,1,stock,62.066669082641596,902,0.0
2020-09-03 09:30:00-04:00,MLTrader,TSLA,sell,market,new,1,gtc,0.0,1,stock,,,
2020-09-03 09:30:00-04:00,MLTrader,TSLA,sell,market,fill,1,gtc,0.0,1,stock,134.27000427246094,428,0.0
2020-09-04 09:30:00-04:00,MLTrader,TSLA,buy,limit,canceled,1,day,0.0,1,stock,,,
2020-09-04 09:30:00-04:00,MLTrader,TSLA,buy,stop,fill,1,day,0.0,1,stock,140.983504486084,428,0.0
2020-10-08 09:30:00-04:00,MLTrader,TSLA,buy,market,new,1,gtc,0.0,1,stock,,,
2020-10-08 09:30:00-04:00,MLTrader,TSLA,buy,market,fill,1,gtc,0.0,1,stock,143.3766632080078,391,0.0
2020-10-22 09:30:00-04:00,MLTrader,TSLA,sell,limit,canceled,1,day,0.0,1,stock,,,
2020-10-22 09:30:00-04:00,MLTrader,TSLA,sell,stop,fill,1,day,0.0,1,stock,136.20783004760742,391,0.0
2020-11-12 09:30:00-05:00,MLTrader,TSLA,buy,market,new,1,gtc,0.0,1,stock,,,
2020-11-12 09:30:00-05:00,MLTrader,TSLA,buy,market,fill,1,gtc,0.0,1,stock,138.35000610351562,395,0.0
2020-11-16 09:30:00-05:00,MLTrader,TSLA,buy,market,new,1,gtc,0.0,1,stock,,,
2020-11-16 09:30:00-05:00,MLTrader,TSLA,buy,market,fill,1,gtc,0.0,1,stock,136.30999755859375,200,0.0
2020-11-18 09:30:00-05:00,MLTrader,TSLA,sell,stop,canceled,1,day,0.0,1,stock,,,
2020-11-18 09:30:00-05:00,MLTrader,TSLA,sell,limit,fill,1,day,0.0,1,stock,163.5719970703125,200,0.0
2020-11-19 09:30:00-05:00,MLTrader,TSLA,sell,stop,canceled,1,day,0.0,1,stock,,,
2020-11-19 09:30:00-05:00,MLTrader,TSLA,sell,limit,fill,1,day,0.0,1,stock,166.02000732421874,395,0.0
2021-01-14 09:30:00-05:00,MLTrader,TSLA,buy,market,new,1,gtc,0.0,1,stock,,,
2021-01-14 09:30:00-05:00,MLTrader,TSLA,buy,market,fill,1,gtc,0.0,1,stock,281.1300048828125,223,0.0
2021-01-28 09:30:00-05:00,MLTrader,TSLA,buy,market,new,1,gtc,0.0,1,stock,,,
2021-01-28 09:30:00-05:00,MLTrader,TSLA,sell,limit,canceled,1,day,0.0,1,stock,,,
2021-01-28 09:30:00-05:00,MLTrader,TSLA,sell,stop,fill,1,day,0.0,1,stock,267.07350463867186,223,0.0
2021-01-28 09:30:00-05:00,MLTrader,TSLA,buy,market,fill,1,gtc,0.0,1,stock,273.3333435058594,115,0.0
2021-02-17 09:30:00-05:00,MLTrader,TSLA,sell,limit,canceled,1,day,0.0,1,stock,,,
2021-02-17 09:30:00-05:00,MLTrader,TSLA,sell,stop,fill,1,day,0.0,1,stock,259.6666763305664,115,0.0
2021-02-25 09:30:00-05:00,MLTrader,TSLA,sell,market,new,1,gtc,0.0,1,stock,,,
2021-02-25 09:30:00-05:00,MLTrader,TSLA,sell,market,fill,1,gtc,0.0,1,stock,242.0500030517578,249,0.0
2021-03-05 09:30:00-05:00,MLTrader,TSLA,buy,stop,canceled,1,day,0.0,1,stock,,,
2021-03-05 09:30:00-05:00,MLTrader,TSLA,buy,limit,fill,1,day,0.0,1,stock,193.64000244140627,249,0.0
2021-03-10 09:30:00-05:00,MLTrader,TSLA,buy,market,new,1,gtc,0.0,1,stock,,,
2021-03-10 09:30:00-05:00,MLTrader,TSLA,buy,market,fill,1,gtc,0.0,1,stock,233.43333435058594,285,0.0
2021-03-16 09:30:00-04:00,MLTrader,TSLA,sell,limit,canceled,1,day,0.0,1,stock,,,
2021-03-16 09:30:00-04:00,MLTrader,TSLA,sell,stop,fill,1,day,0.0,1,stock,218.9566650390625,285,0.0
2021-04-16 09:30:00-04:00,MLTrader,TSLA,buy,market,new,1,gtc,0.0,1,stock,,,
2021-04-16 09:30:00-04:00,MLTrader,TSLA,buy,market,fill,1,gtc,0.0,1,stock,242.88333129882812,265,0.0
2021-04-28 09:30:00-04:00,MLTrader,TSLA,sell,limit,canceled,1,day,0.0,1,stock,,,
2021-04-28 09:30:00-04:00,MLTrader,TSLA,sell,stop,fill,1,day,0.0,1,stock,230.7391647338867,265,0.0
2021-05-10 09:30:00-04:00,MLTrader,TSLA,sell,market,new,1,gtc,0.0,1,stock,,,
2021-05-10 09:30:00-04:00,MLTrader,TSLA,sell,market,fill,1,gtc,0.0,1,stock,199.74667358398438,314,0.0
2021-05-26 09:30:00-04:00,MLTrader,TSLA,buy,limit,canceled,1,day,0.0,1,stock,,,
2021-05-26 09:30:00-04:00,MLTrader,TSLA,buy,stop,fill,1,day,0.0,1,stock,209.7340072631836,314,0.0
2021-06-04 09:30:00-04:00,MLTrader,TSLA,sell,market,new,1,gtc,0.0,1,stock,,,
2021-06-04 09:30:00-04:00,MLTrader,TSLA,sell,market,fill,1,gtc,0.0,1,stock,193.23666381835938,317,0.0
2021-06-07 08:30:00-04:00,MLTrader,TSLA,buy,limit,canceled,1,day,0.0,1,stock,,,
2021-06-07 08:30:00-04:00,MLTrader,TSLA,buy,stop,fill,1,day,0.0,1,stock,207.6699981689453,317,0.0
2021-06-28 09:30:00-04:00,MLTrader,TSLA,buy,market,new,1,gtc,0.0,1,stock,,,
2021-06-28 09:30:00-04:00,MLTrader,TSLA,buy,market,fill,1,gtc,0.0,1,stock,228.21665954589844,258,0.0
2021-07-06 08:30:00-04:00,MLTrader,TSLA,sell,limit,canceled,1,day,0.0,1,stock,,,
2021-07-06 08:30:00-04:00,MLTrader,TSLA,sell,stop,fill,1,day,0.0,1,stock,216.8058265686035,258,0.0
2021-10-21 09:30:00-04:00,MLTrader,TSLA,buy,market,new,1,gtc,0.0,1,stock,,,
2021-10-21 09:30:00-04:00,MLTrader,TSLA,buy,market,fill,1,gtc,0.0,1,stock,298.5,192,0.0
2021-10-25 08:30:00-04:00,MLTrader,TSLA,sell,stop,canceled,1,day,0.0,1,stock,,,
2021-10-25 08:30:00-04:00,MLTrader,TSLA,sell,limit,fill,1,day,0.0,1,stock,358.2,192,0.0
2021-12-15 09:30:00-05:00,MLTrader,TSLA,sell,market,new,1,gtc,0.0,1,stock,,,
2021-12-15 09:30:00-05:00,MLTrader,TSLA,sell,market,fill,1,gtc,0.0,1,stock,317.7366638183594,199,0.0
2021-12-22 09:30:00-05:00,MLTrader,TSLA,buy,limit,canceled,1,day,0.0,1,stock,,,
2021-12-22 09:30:00-05:00,MLTrader,TSLA,buy,stop,fill,1,day,0.0,1,stock,333.62349700927734,199,0.0
2022-01-04 09:30:00-05:00,MLTrader,TSLA,buy,market,new,1,gtc,0.0,1,stock,,,
2022-01-04 09:30:00-05:00,MLTrader,TSLA,buy,market,fill,1,gtc,0.0,1,stock,396.51666259765625,155,0.0
2022-01-05 09:30:00-05:00,MLTrader,TSLA,sell,limit,canceled,1,day,0.0,1,stock,,,
2022-01-05 09:30:00-05:00,MLTrader,TSLA,sell,stop,fill,1,day,0.0,1,stock,376.6908294677734,155,0.0
2022-01-19 09:30:00-05:00,MLTrader,TSLA,sell,market,new,1,gtc,0.0,1,stock,,,
2022-01-19 09:30:00-05:00,MLTrader,TSLA,sell,market,fill,1,gtc,0.0,1,stock,347.2366638183594,173,0.0
2022-01-27 09:30:00-05:00,MLTrader,TSLA,buy,stop,canceled,1,day,0.0,1,stock,,,
2022-01-27 09:30:00-05:00,MLTrader,TSLA,buy,limit,fill,1,day,0.0,1,stock,277.7893310546875,173,0.0
2022-03-25 09:30:00-04:00,MLTrader,TSLA,buy,market,new,1,gtc,0.0,1,stock,,,
2022-03-25 09:30:00-04:00,MLTrader,TSLA,buy,market,fill,1,gtc,0.0,1,stock,336.0,196,0.0
2022-04-25 08:30:00-04:00,MLTrader,TSLA,sell,limit,canceled,1,day,0.0,1,stock,,,
2022-04-25 08:30:00-04:00,MLTrader,TSLA,sell,stop,fill,1,day,0.0,1,stock,319.2,196,0.0
2022-05-03 09:30:00-04:00,MLTrader,TSLA,sell,market,new,1,gtc,0.0,1,stock,,,
2022-05-03 09:30:00-04:00,MLTrader,TSLA,sell,market,fill,1,gtc,0.0,1,stock,301.3133239746094,214,0.0
2022-05-11 09:30:00-04:00,MLTrader,TSLA,buy,stop,canceled,1,day,0.0,1,stock,,,
2022-05-11 09:30:00-04:00,MLTrader,TSLA,buy,limit,fill,1,day,0.0,1,stock,233.6666717529297,214,0.0
2022-07-19 09:30:00-04:00,MLTrader,TSLA,buy,market,new,1,gtc,0.0,1,stock,,,
2022-07-19 09:30:00-04:00,MLTrader,TSLA,buy,market,fill,1,gtc,0.0,1,stock,246.78334045410156,290,0.0
2022-07-28 09:30:00-04:00,MLTrader,TSLA,sell,stop,canceled,1,day,0.0,1,stock,,,
2022-07-28 09:30:00-04:00,MLTrader,TSLA,sell,limit,fill,1,day,0.0,1,stock,296.14000854492184,290,0.0
2022-08-29 09:30:00-04:00,MLTrader,TSLA,sell,market,new,1,gtc,0.0,1,stock,,,
2022-08-29 09:30:00-04:00,MLTrader,TSLA,sell,market,fill,1,gtc,0.0,1,stock,287.8699951171875,274,0.0
2022-09-13 09:30:00-04:00,MLTrader,TSLA,buy,limit,canceled,1,day,0.0,1,stock,,,
2022-09-13 09:30:00-04:00,MLTrader,TSLA,buy,stop,fill,1,day,0.0,1,stock,302.2634948730469,274,0.0
2023-01-26 09:30:00-05:00,MLTrader,TSLA,buy,market,new,1,gtc,0.0,1,stock,,,
2023-01-26 09:30:00-05:00,MLTrader,TSLA,buy,market,fill,1,gtc,0.0,1,stock,159.97000122070312,480,0.0
2023-02-01 09:30:00-05:00,MLTrader,TSLA,buy,market,new,1,gtc,0.0,1,stock,,,
2023-02-01 09:30:00-05:00,MLTrader,TSLA,buy,market,fill,1,gtc,0.0,1,stock,173.88999938964844,221,0.0
2023-02-02 09:30:00-05:00,MLTrader,TSLA,sell,stop,canceled,1,day,0.0,1,stock,,,
2023-02-02 09:30:00-05:00,MLTrader,TSLA,sell,limit,fill,1,day,0.0,1,stock,191.96400146484373,480,0.0
2023-02-09 09:30:00-05:00,MLTrader,TSLA,sell,stop,canceled,1,day,0.0,1,stock,,,
2023-02-09 09:30:00-05:00,MLTrader,TSLA,sell,limit,fill,1,day,0.0,1,stock,208.66799926757812,221,0.0
2023-04-11 09:30:00-04:00,MLTrader,TSLA,sell,market,new,1,gtc,0.0,1,stock,,,
2023-04-11 09:30:00-04:00,MLTrader,TSLA,sell,market,fill,1,gtc,0.0,1,stock,190.74000549316406,463,0.0
2023-04-20 09:30:00-04:00,MLTrader,TSLA,buy,stop,canceled,1,day,0.0,1,stock,,,
2023-04-20 09:30:00-04:00,MLTrader,TSLA,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-04-20 09:30:00-04:00,MLTrader,TSLA,buy,market,new,1,day,0.0,1,stock,,,
2023-04-20 09:30:00-04:00,MLTrader,TSLA,buy,market,new,1,gtc,0.0,1,stock,,,
2023-04-20 09:30:00-04:00,MLTrader,TSLA,buy,market,fill,1,gtc,0.0,1,stock,164.8000030517578,804,0.0
2023-04-20 09:30:00-04:00,MLTrader,TSLA,buy,market,fill,1,day,0.0,1,stock,164.8000030517578,463.0,0.0
2023-04-25 09:30:00-04:00,MLTrader,TSLA,sell,limit,canceled,1,day,0.0,1,stock,,,
2023-04-25 09:30:00-04:00,MLTrader,TSLA,sell,stop,fill,1,day,0.0,1,stock,156.56000289916992,804,0.0
2023-05-26 09:30:00-04:00,MLTrader,TSLA,buy,market,new,1,gtc,0.0,1,stock,,,
2023-05-26 09:30:00-04:00,MLTrader,TSLA,buy,market,fill,1,gtc,0.0,1,stock,184.6199951171875,493,0.0
2023-06-05 08:30:00-04:00,MLTrader,TSLA,sell,stop,canceled,1,day,0.0,1,stock,,,
2023-06-05 08:30:00-04:00,MLTrader,TSLA,sell,limit,fill,1,day,0.0,1,stock,221.543994140625,493,0.0
2023-08-09 09:30:00-04:00,MLTrader,TSLA,sell,market,new,1,gtc,0.0,1,stock,,,
2023-08-09 09:30:00-04:00,MLTrader,TSLA,sell,market,fill,1,gtc,0.0,1,stock,245.39999389648438,408,0.0
2023-08-29 09:30:00-04:00,MLTrader,TSLA,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-08-29 09:30:00-04:00,MLTrader,TSLA,buy,stop,fill,1,day,0.0,1,stock,257.6699935913086,408,0.0
2023-09-13 09:30:00-04:00,MLTrader,TSLA,buy,market,new,1,gtc,0.0,1,stock,,,
2023-09-13 09:30:00-04:00,MLTrader,TSLA,buy,market,fill,1,gtc,0.0,1,stock,271.32000732421875,360,0.0
2023-09-20 09:30:00-04:00,MLTrader,TSLA,sell,limit,canceled,1,day,0.0,1,stock,,,
2023-09-20 09:30:00-04:00,MLTrader,TSLA,sell,stop,fill,1,day,0.0,1,stock,257.7540069580078,360,0.0
2023-10-02 09:30:00-04:00,MLTrader,TSLA,sell,market,new,1,gtc,0.0,1,stock,,,
2023-10-02 09:30:00-04:00,MLTrader,TSLA,sell,market,fill,1,gtc,0.0,1,stock,248.61000061035156,383,0.0
2023-10-03 09:30:00-04:00,MLTrader,TSLA,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-10-03 09:30:00-04:00,MLTrader,TSLA,buy,stop,fill,1,day,0.0,1,stock,261.04050064086914,383,0.0
2023-10-06 09:30:00-04:00,MLTrader,TSLA,buy,market,new,1,gtc,0.0,1,stock,,,
2023-10-06 09:30:00-04:00,MLTrader,TSLA,buy,market,fill,1,gtc,0.0,1,stock,253.97999572753906,365,0.0
2023-10-18 09:30:00-04:00,MLTrader,TSLA,sell,limit,canceled,1,day,0.0,1,stock,,,
2023-10-18 09:30:00-04:00,MLTrader,TSLA,sell,stop,fill,1,day,0.0,1,stock,225.9499969482422,365,0.0
2023-10-20 09:30:00-04:00,MLTrader,TSLA,sell,market,new,1,gtc,0.0,1,stock,,,
2023-10-20 09:30:00-04:00,MLTrader,TSLA,sell,market,fill,1,gtc,0.0,1,stock,217.00999450683594,404,0.0
2023-11-14 09:30:00-05:00,MLTrader,TSLA,buy,limit,canceled,1,day,0.0,1,stock,,,
2023-11-14 09:30:00-05:00,MLTrader,TSLA,buy,stop,fill,1,day,0.0,1,stock,235.02999877929688,404,0.0
2023-11-28 09:30:00-05:00,MLTrader,TSLA,buy,market,new,1,gtc,0.0,1,stock,,,
2023-11-28 09:30:00-05:00,MLTrader,TSLA,buy,market,fill,1,gtc,0.0,1,stock,236.67999267578125,355,0.0
2024-01-12 09:30:00-05:00,MLTrader,TSLA,sell,stop,canceled,1,day,0.0,1,stock,,,
2024-01-12 09:30:00-05:00,MLTrader,TSLA,sell,limit,canceled,1,day,0.0,1,stock,,,
2024-01-12 09:30:00-05:00,MLTrader,TSLA,sell,market,new,1,day,0.0,1,stock,,,
2024-01-12 09:30:00-05:00,MLTrader,TSLA,sell,market,new,1,gtc,0.0,1,stock,,,
2024-01-12 09:30:00-05:00,MLTrader,TSLA,sell,market,fill,1,gtc,0.0,1,stock,220.0800018310547,191,0.0
2024-01-12 09:30:00-05:00,MLTrader,TSLA,sell,market,fill,1,day,0.0,1,stock,220.0800018310547,355.0,0.0
2024-02-05 08:30:00-05:00,MLTrader,TSLA,buy,stop,canceled,1,day,0.0,1,stock,,,
2024-02-05 08:30:00-05:00,MLTrader,TSLA,buy,limit,fill,1,day,0.0,1,stock,176.06400146484376,191,0.0
2024-05-06 09:30:00-04:00,MLTrader,TSLA,buy,market,new,1,gtc,0.0,1,stock,,,
2024-05-06 09:30:00-04:00,MLTrader,TSLA,buy,market,fill,1,gtc,0.0,1,stock,182.39999389648438,468,0.0
2024-05-07 09:30:00-04:00,MLTrader,TSLA,sell,limit,canceled,1,day,0.0,1,stock,,,
2024-05-07 09:30:00-04:00,MLTrader,TSLA,sell,stop,fill,1,day,0.0,1,stock,171.58999633789062,468,0.0
